id,Number,sentiment,text
92,393,0,"nan issue with CIFAR10 example when running on CPU only. Hi everyone,
I'm trying to run the CIFAR10  example(train_full.sh), which seems to work on the GPU (at least here I don't get the same issue, I'm not sure yet to what value it converges). In any case the problem I'm having is that after the first forward-backward pass somewhere in the pipeline there's a _nan_ introduced. This is not an issue related to the learning rate being to big, as I can even set the lr to 0 and have the same problem.
I tried to figure out what the problem was, but without any success yet. 

First of all, I wanted to ask if anyone else is having the same issues. It would be great if someone could confirm, that something is going wrong here.

What I found out so far is, that this might be related to the LRN layer, because after removal the issue disappears. However it might also be due to the interaction between some of the other layers, I'm not sure. If anyone else has some insight in this, it would be greatly appreciated.
"
248,3830,0,"Should I need to crop original image to prepare train.txt or val.txt file?. Suppose I have 1056 x 1056 image. The image contains multiple objects like car, house, tree etc but I want only car as a target object in this case how shall I prepare train.txt file? Should I crop only car from original image and prepare two class which have car denoted by 1 and which dose not have car denote by 0.

or 

should I consider original image(size 1056x1056) having car 1 and doesn't have car 0.

Please explain.
"
213,1862,0,"Want to share codes shuffling the order of images in training/testing for DataLayer (with LMDB) . Hi :) I wrote a code to shuffle the order of images when caffe use DataLayer (esp. LMDB). 

This set of codes are very simple, so I think there are many people who have their own code for them. However, I think this implementation will be helpful to others who are not familiar with caffe implementation. 

I'm not familiar with how I can share the code in this caffe repository. I would appreciate if you let me know how to share it.

Thanks :) 
"
237,6122,0,"Bug? Caffe doesn't read the HDF5 files for TEST phase (instead reads the path given in TRAIN phase twice). Although I declare different training and validation txt files (that contains a list of hdf5 files), the 
Net initializes the TEST phase with the path I give for the TRAIN phase. 

For both TRAIN and TEST phase initialization I get:

**_Creating training net_** from net file: /home/caffe/models/det_alexnet/train_val.prototxt
... hdf5_data_layer.cpp:80] Loading list of HDF5 filenames from: /home/caffe/examples/det/**_train_h5_list.txt_**
... hdf5_data_layer.cpp:94] **_Number of HDF5 files: 17_**


**_Creating test net (#0)_** specified by net file: /home/caffe/models/det_alexnet/train_val.prototxt
... hdf5_data_layer.cpp:80] Loading list of HDF5 filenames from: /home/caffe/examples/det_**/train_h5_list.txt**_
... hdf5_data_layer.cpp:94] **_Number of HDF5 files: 17_**

Although my prototxt (train_val.prototxt) clearly provides different txt files for TRAIN and TEST phases:

layer {
  name: ""data""
  type: ""HDF5Data""
  top: ""imgdata""
  top: ""ph""
  top: ""sm""
  include {
    **_phase: TRAIN_**
  }
   hdf5_data_param {
      source: ""/home/caffe/examples/det/train_h5_list.txt""
      batch_size: 256
      }
}

layer {
  name: ""data""
  type: ""HDF5Data""
  top: ""imgdata""
  top: ""ph""
  top: ""sm""
  include {
    **_phase: TEST_**
  }
   hdf5_data_param {
      source: ""/home/caffe/examples/det/eval_h5_list.txt""
      batch_size: 256
      }
}

And I get this error:


 **_Check failed: data__** 
*** Check failure stack trace: ***
    @     0x7fa264a335cd  google::LogMessage::Fail()
    @     0x7fa264a35433  google::LogMessage::SendToLog()
    @     0x7fa264a3315b  google::LogMessage::Flush()
    @     0x7fa264a35e1e  google::LogMessageFatal::~LogMessageFatal()
    @     0x7fa2651d018b  caffe::Blob<>::mutable_cpu_data()
    @     0x7fa2651ed4a1  caffe::hdf5_load_nd_dataset<>()
    @     0x7fa2650c3f73  caffe::HDF5DataLayer<>::LoadHDF5FileData()
    @     0x7fa2650c21fd  caffe::HDF5DataLayer<>::Next()
    @     0x7fa265214a93  caffe::HDF5DataLayer<>::Forward_gpu()
    @     0x7fa265048a21  caffe::Net<>::ForwardFromTo()
    @     0x7fa265048b27  caffe::Net<>::Forward()
    @     0x7fa2651c7332  caffe::Solver<>::Test()
    @     0x7fa2651c7d4e  caffe::Solver<>::TestAll()
    @     0x7fa2651cb2c7  caffe::Solver<>::Step()
    @     0x7fa2651cb58a  caffe::Solver<>::Solve()
    @           0x40aba4  train()
    @           0x407390  main
    @     0x7fa2639a3830  __libc_start_main
    @           0x407bb9  _start
    @              (nil)  (unknown)
Aborted (core dumped)

 PS: I work on only one GPU (Titan X)"
29,2681,1,"convert_imageset is very slow, not normal?. Hi,

I realize it is very slow to convert data to lmdb using caffe toolkit convert_imageset. It tooks about 10 hours by converting 2 millions images with the size of 95*95. My friend's caffe is much faster (6 millions in 4 hours). He has similar computer configuration with me (CPU and hard drive). The weird thing is when I am converting, the tool does not use much memory and CPU. The only difference with my friend's is the version of caffe (I use the latest one he has a older version),and he use ATLAS and I use OpenBlas. Is there anyone know how to solve this problem?
"
189,2566,0,"caffe make error. I get the following errors when doing make all in Caffe. I have these packages installed already.
/usr/bin/ld: cannot find -lleveldb
/usr/bin/ld: cannot find -lsnappy
/usr/bin/ld: cannot find -lboost_system
Any suggestions will be helpful,
Thanks
LM
"
64,4864,0,"Mac import caffe error. I finally install caffe on my Mac, without error for 'make pycaffe' and 'make distribute', so I got to \<caffe-root\>/python, and run python -c ""import caffe"", but I got some errors here, It seems it's the problem of protocol buffers, I am not sure:


I think that maybe gcc expected gcc code and it found clang code instead, and that the compiler is reporting not having found the gcc symbol, but mac use clang to compiler?

Because when I install the requirement.txt for pycaffe, I got some errors for gcc.

To install caffe is really headache, can someone give me a hand to tell me what happended???
Thanks in advance
"
186,6311,0,"failed to make all. 
### Your system configuration
Operating system:ubuntu16.04
Compiler:
CUDA version (if applicable):8.0
CUDNN version (if applicable):7.0.5
BLAS:
Python or MATLAB version (for pycaffe and matcaffe respectively):2.7(anaconda3)


Hope somebody could help me.Thank you!"
201,1127,0,"pretrained imagnet model: not doing cropping and reflections at test time. Hi, good job, I'm a big fan.

I'm using the pretrained CaffeNet model. **At test time** I don't want the model to do the 10 different cropping and reflections. I only want the model to scale my image to 224 x 224 and compute the result. (I will then pickup the  features.)

Is there a way to do this without retraining?
"
44,3039,0,"errors in detection ipython notebook. I tried to execute the first cell of **detection.ipynb**. It has an error. It seems to be an simple error, but I do not know how to rectify it. Hope to see a patch soon.


"
41,4394,0,"finetuning glog linking error. I got the following error building caffe and I was not able to fix it:

[ 78%] Linking CXX executable finetune_net
CMakeFiles/finetune_net.dir/finetune_net.cpp.o: In function google::LogMessageFatal::LogMessageFatal(char const_, int)'
/global/homes/m/mwdmaas/caffe/caffe_original/caffe/tools/finetune_net.cpp:(.text+0x47): undefined reference to google::LogMessageFatal::~LogMessageFatal()'
/global/homes/m/mwdmaas/caffe/caffe_original/caffe/tools/finetune_net.cpp:(.text+0x68): undefined reference to **sti**$E':
/global/homes/m/mwdmaas/caffe/caffe_original/caffe/tools/finetune_net.cpp:(.text+0x98): undefined reference to boost::system::generic_category()'
/global/homes/m/mwdmaas/caffe/caffe_original/caffe/tools/finetune_net.cpp:(.text+0xb0): undefined reference to finetune_net'
make[2]: *_\* [tools/finetune_net] Error 1
make[1]: **\* [tools/CMakeFiles/finetune_net.dir/all] Error 2
make: **\* [all] Error 2

I will add that the Makefile was created with:
cmake -DCPU_ONLY=ON -DBLAS=open -DUSE_LEVELDB=OFF -DUSE_OPENCV=OFF ..
"
244,149,0,"Implement MultiLabel losses and data input. Start with reference [1].

[1] Deep Convolutional Ranking for Multilabel Image Annotation
Yunchao Gong, Yangqing Jia, Sergey Ioffe, Alexander Toshev, Thomas Leung
http://arxiv.org/abs/1312.4894
"
262,2593,0,"spp-net first steps. Did anyone try to reproduce first steps of SPP-Net? What i would like to try is to run first half of alexnet (data -> conv5), define several levels of pyramid with custom maxpool layer in python to output blobs of different sizes, & then run second half (fc6-conv -> fc8-conv) for all the different levels in the pyramid. is there an example somewhere on how to define layers without the proto txt file?
"
138,626,0,"Getting invalid device function error while trying to make runtest in Ubuntu 14.04 with Cuda 6.0. Hi,

I have installed and compiled caffe successfully (I mean I ran 'make all' and 'make test' without any error). While running 'make runtest' I'm getting an ""invalid device function error"". The full log is given below. I'm using cuda 6.0 in Ubuntu 14.04 LTS. The gcc/g++ version is 4.6 and I installed and changed the make files as described in 'https://github.com/BVLC/caffe/issues/337' by weinman. I had to install gcc/g++ 4.6 as I was having an error as described in the above link while using gcc/g++ 4.8
Any help will be highly appreciated

The log is below:::
[ RUN      ] StochasticPoolingLayerTest/1.TestGradientGPU
F0705 07:26:44.199472 14804 pooling_layer.cu:186] Check failed: error == cudaSuccess (8 vs. 0)  invalid device function 
**\* Check failure stack trace: ***
    @     0x2ad77f5559fd  google::LogMessage::Fail()
    @     0x2ad77f55789d  google::LogMessage::SendToLog()
    @     0x2ad77f5555ec  google::LogMessage::Flush()
    @     0x2ad77f5581be  google::LogMessageFatal::~LogMessageFatal()
    @           0x610fba  caffe::PoolingLayer<>::Forward_gpu()
    @           0x431c58  caffe::GradientChecker<>::CheckGradientSingle()
    @           0x474124  caffe::StochasticPoolingLayerTest_TestGradientGPU_Test<>::TestBody()
    @           0x55b30d  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @           0x553131  testing::Test::Run()
    @           0x553216  testing::TestInfo::Run()
    @           0x553357  testing::TestCase::Run()
    @           0x5536ae  testing::internal::UnitTestImpl::RunAllTests()
    @           0x55ae8d  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @           0x55278e  testing::UnitTest::Run()
    @           0x4120dd  main
    @     0x2ad7818ffec5  (unknown)
    @           0x416e57  (unknown)
make: **\* [runtest] Aborted (core dumped)

Thanks,
Abir
"
61,4680,0,"Crash with cv::resize() and OpenCL. Hi. I compile caffe and hav not any warning  , but in make runtest i have this problem
anyone can help ?
Nvidia GTX 1070
Cuda-8.0
ubuntu 16.04.1
.
.
[ RUN      ] ImageDataLayerTest/0.TestShuffle
[       OK ] ImageDataLayerTest/0.TestShuffle (61 ms)
[ RUN      ] ImageDataLayerTest/0.TestSpace
[       OK ] ImageDataLayerTest/0.TestSpace (21 ms)
[ RUN      ] ImageDataLayerTest/0.TestResize
**\* Aborted at 1472932722 (unix time) try ""date -d @1472932722"" if you are using GNU date ***
PC: @     0x7f79eb212d84 __GI___pthread_mutex_lock
**\* SIGSEGV (@0x3038) received by PID 10525 (TID 0x7f79f497c740) from PID 12344; stack trace: ***
    @     0x7f79eb21a3d0 (unknown)
    @     0x7f79eb212d84 __GI___pthread_mutex_lock
    @     0x7f79c27add98 (unknown)
    @     0x7f79c2863c41 (unknown)
    @     0x7f79c2863db5 (unknown)
    @     0x7f79c27b3ad4 (unknown)
    @     0x7f79c27b5327 (unknown)
    @     0x7f79c27894f6 (unknown)
    @     0x7f79c2688d7d (unknown)
    @     0x7f79c2688d18 (unknown)
    @     0x7f79d0142022 (unknown)
    @     0x7f79d0143d42 (unknown)
    @     0x7f79d01434d0 clGetPlatformIDs
    @     0x7f79ee8b98d5 (anonymous namespace)::opencl_fn3<>::switch_fn()
    @     0x7f79ee99ceea cv::ocl::haveOpenCL()
    @     0x7f79ee9ac288 cv::ocl::useOpenCL()
    @     0x7f79ece56a6c cv::resize()
    @     0x7f79ebaffb47 caffe::ReadImageToCVMat()
    @     0x7f79ebb8f12e caffe::ImageDataLayer<>::DataLayerSetUp()
    @     0x7f79ebbaa203 caffe::BasePrefetchingDataLayer<>::LayerSetUp()
    @           0x48ab2f caffe::Layer<>::SetUp()
    @           0x707fe7 caffe::ImageDataLayerTest_TestResize_Test<>::TestBody()
    @           0x917183 testing::internal::HandleExceptionsInMethodIfSupported<>()
    @           0x91079a testing::Test::Run()
    @           0x9108e8 testing::TestInfo::Run()
    @           0x9109c5 testing::TestCase::Run()
    @           0x911c9f testing::internal::UnitTestImpl::RunAllTests()
    @           0x911fc3 testing::UnitTest::Run()
    @           0x46d47d main
    @     0x7f79eae60830 __libc_start_main
    @           0x474ee9 _start
    @                0x0 (unknown)
Makefile:526: recipe for target 'runtest' failed
make: **\* [runtest] Segmentation fault (core dumped)
"
220,1861,0,"caffe on jetson tk1. Got an error during runtest
F0213 10:25:10.921640  9387 db.hpp:109] Check failed: mdb_status == 0 (-30792 vs. 0) MDB_MAP_FULL: Environment mapsize limit reached
**\* Check failure stack trace: ***
    @ 0x44a85060  (unknown)
    @ 0x44a84f5c  (unknown)
    @ 0x44a84b78  (unknown)
    @ 0x44a86f98  (unknown)
    @   0x265ec2  caffe::db::LMDBTransaction::Put()
    @   0x21b932  caffe::DBTest_TestWrite_Test<>::TestBody()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()
    @   0x230568  testing::internal::HandleExceptionsInMethodIfSupported<>()



Aborted
make: **\* [runtest] Error 134
I followed the install instruction mostly from http://petewarden.com/2014/10/25/how-to-run-the-caffe-deep-learning-vision-library-on-nvidias-jetson-mobile-gpu-board/ , except for that I installed some newer version stuff.
Anyone know how to solve this?
Great THX in advance!
"
235,715,0,"How to install caffe on OS X 10.9 with Macports?. I know the official installation instruction recommends to install caffe on OS X by homebrew. But, I have installed Macports on my laptop for a quite long time (one year...), in which a lot of softwares were installed.

I find a lot of libraries provided by homebrew are also able to be downloaded by macports. So, is there a way to install caffe by macports? Thanks!
"
